PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,UTILIZATION,PKT_DELAY,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,pkt_type__cbr,pkt_type__ping,pkt_type__tcp,to__Router,to__Server,to__Switch,from__Router,from__Server,from__Switch
1540,1,9,3564,16088,0.0,328.11323,505294.0,0.236278,0.0,11.996717,1.0,50.031854,0,0,1,1,0,0,0,0,1
1000,1,39,5847,6250,0.0,124.941028,124941.0,0.059605,0.00136,71.8076,25.0,75.0236,1,0,0,0,0,1,0,0,0
1540,1,11,12216,16103,0.0,328.561898,505985.0,0.236498,0.0,38.196895,1.0,50.010552,0,0,1,1,0,0,0,0,1
1000,1,23,1020,6250,0.0,124.943625,124944.0,0.059605,0.00043,33.19067,25.0,75.02256,1,0,0,0,0,1,0,0,0
576,1,0,693585,7110,0.0,95.145988,54761.052361,0.039026,0.113037,66.094717,1.27255,75.999821,0,0,1,0,0,0,0,0,1
1540,1,8,4823,16090,0.0,328.167486,505378.0,0.236307,0.0,15.79942,1.0,50.029842,0,0,1,0,0,1,0,0,0
55,1,3,2787,16091,0.0,328.26412,18054.5,0.00844,0.0,9.667499,1.030022,50.048477,0,0,0,0,0,0,0,0,1
55,1,5,2392,16091,0.0,328.218006,18052.0,0.00844,0.0,8.49935,1.030035,50.055377,0,0,0,0,0,1,1,0,0
1000,1,33,2251,6250,0.00016,124.943426,124943.0,0.059605,0.000426,43.038666,25.0,75.02264,1,0,0,1,0,0,0,0,1
1540,1,16,5514,16092,0.0,328.205808,505437.0,0.236337,0.0,17.892394,1.0,50.030211,0,0,1,1,0,0,0,0,1
55,1,3,1056,16091,0.0,328.26412,18054.5,0.00844,0.0,4.44877,1.030022,50.048477,0,0,0,0,0,0,0,0,1
1540,1,16,7895,16092,0.0,328.205808,505437.0,0.236337,0.002334,25.080267,1.0,50.030211,0,0,1,1,0,0,0,0,1
55,1,5,12921,16091,0.0,328.218006,18052.0,0.00844,0.0,40.395293,1.030035,50.055377,0,0,0,0,0,0,0,0,1
1000,1,22,3873,6250,0.0,124.944025,124944.0,0.059605,0.00016,56.0144,25.0,75.0224,1,0,0,0,0,1,0,0,0
1000,1,28,5892,6250,0.00056,124.941627,124942.0,0.059605,0.00112,72.16736,25.0,75.02336,1,0,0,1,0,0,0,0,1
1540,1,7,14505,16091,0.0,328.192835,505416.0,0.236321,0.0,45.214181,1.0,50.029102,0,0,1,0,1,0,1,0,0
1540,1,2,9873,16091,0.0,328.297855,505578.0,0.236321,0.0,31.093017,1.0,50.013418,0,0,1,1,0,0,0,0,1
1540,1,7,11366,16091,0.0,328.192835,505416.0,0.236321,3.8e-05,35.650369,1.0,50.029102,0,0,1,1,0,0,0,0,1
1540,1,11,10719,16103,0.0,328.561898,505985.0,0.236498,0.0,33.636365,1.0,50.010552,0,0,1,0,0,1,0,0,0
1540,1,11,15687,16103,0.0,328.561898,505985.0,0.236498,0.000244,48.762754,1.0,50.010552,0,0,1,0,0,1,0,0,0
55,1,2,5233,16091,0.0,328.297902,18056.4,0.00844,0.0,17.064326,1.030016,50.043427,0,0,0,0,0,1,1,0,0
55,1,14,10887,16103,0.0,328.460278,18065.3,0.008446,0.0,34.198681,1.030032,50.055747,0,0,0,1,0,0,0,1,0
55,1,3,11716,16091,0.0,328.26412,18054.5,0.00844,0.0,36.73435,1.030022,50.048477,0,0,0,1,0,0,0,1,0
55,1,10,10261,16085,0.0,328.064183,18043.5,0.008437,0.0,32.318939,1.030058,50.060098,0,0,0,0,0,1,1,0,0
1540,1,15,10806,16103,0.0,328.431807,505785.0,0.236498,0.0,33.928749,1.0,50.029965,0,0,1,1,0,0,0,0,1
55,1,13,4234,16103,0.0,328.491596,18067.0,0.008446,0.0,14.048816,1.030026,50.051067,0,0,0,0,0,0,0,0,1
1000,1,25,3235,6250,0.00032,124.942826,124943.0,0.059605,0.00064,50.91088,25.0,75.02288,1,0,0,1,0,0,0,0,1
1540,1,16,6886,16092,0.0,328.205808,505437.0,0.236337,0.0,22.013419,1.0,50.030211,0,0,1,0,0,1,0,0,0
1000,1,30,667,6250,0.0,124.940828,124941.0,0.059605,0.00143,30.36767,25.0,75.02368,1,0,0,0,0,1,0,0,0
1000,1,40,5491,6250,0.0008,124.940628,124941.0,0.059605,0.00152,68.95976,25.0,75.02376,1,0,0,0,1,0,1,0,0
1000,1,23,58,6250,0.0,124.943625,124944.0,0.059605,0.000456,25.494696,25.0,75.02256,1,0,0,0,0,1,0,0,0
1000,1,37,4711,6250,0.00048,124.941827,124942.0,0.059605,0.00104,62.71928,25.0,75.02328,1,0,0,1,0,0,0,0,1
1540,1,7,1523,16091,0.0,328.192835,505416.0,0.236321,0.0,5.835448,1.0,50.029102,0,0,1,0,1,0,1,0,0
1540,1,16,3134,16092,0.0,328.205808,505437.0,0.236337,0.0,10.70719,1.0,50.030211,0,0,1,1,0,0,0,0,1
55,1,3,6188,16091,0.0,328.26412,18054.5,0.00844,0.0,19.932505,1.030022,50.048477,0,0,0,0,0,1,1,0,0
1540,1,10,8908,16085,0.0,328.063862,505218.0,0.236234,0.0,28.165435,1.0,50.030088,0,0,1,1,0,0,0,0,1
1540,1,2,9632,16091,0.0,328.297855,505578.0,0.236321,0.0,30.364629,1.0,50.013418,0,0,1,0,1,0,1,0,0
1000,1,40,6237,6250,0.00072,124.940628,124941.0,0.059605,0.00152,74.92776,25.0,75.02376,1,0,0,1,0,0,0,0,1
576,1,1,1326601,5628,0.114464,658.090443,378989.000956,0.03091,0.15368,24.443616,1.447776,9.999792,0,0,1,0,1,0,0,1,0
1540,1,16,10088,16092,0.0,328.205808,505437.0,0.236337,0.0,31.741265,1.0,50.030211,0,0,1,0,1,0,1,0,0
1540,1,14,882,16103,0.0,328.460131,505828.0,0.236498,0.0,3.880029,1.0,50.025737,0,0,1,0,0,1,0,0,0
55,1,3,14447,16091,0.0,328.26412,18054.5,0.00844,0.0,45.054678,1.030022,50.048477,0,0,0,0,0,0,0,0,1
1540,1,6,15837,16091,0.0,328.204637,505434.0,0.236321,0.0,49.260835,1.0,50.027339,0,0,1,1,0,0,0,0,1
1540,1,6,13964,16091,0.0,328.204637,505434.0,0.236321,0.0,43.565637,1.0,50.027339,0,0,1,1,0,0,0,0,1
55,1,9,9946,16088,0.0,328.113525,18046.2,0.008438,0.0,31.362638,1.030054,50.061864,0,0,0,1,0,0,0,1,0
1540,1,11,4675,16103,0.0,328.561898,505985.0,0.236498,0.0,15.341235,1.0,50.010552,0,0,1,1,0,0,0,0,1
1540,1,13,14296,16103,1e-06,328.491489,505876.0,0.236498,1e-06,44.537608,1.0,50.021057,0,0,1,0,1,0,1,0,0
1540,1,15,3653,16103,0.0,328.431807,505785.0,0.236498,0.0,12.273723,1.0,50.029965,0,0,1,1,0,0,0,0,1
1540,1,12,12803,16103,0.0,328.522879,505925.0,0.236498,0.0,40.005733,1.0,50.016373,0,0,1,1,0,0,0,0,1
1540,1,13,8490,16103,0.0,328.491489,505876.0,0.236498,0.0,26.862256,1.0,50.021057,0,0,1,1,0,0,0,0,1
1540,1,4,10393,16091,0.0,328.240918,505490.0,0.236321,0.0,32.684946,1.0,50.02192,0,0,1,1,0,0,0,0,1
55,1,11,5206,16103,0.0,328.561918,18070.9,0.008446,0.0,16.959789,1.030013,50.040562,0,0,0,0,0,0,0,0,1
1540,1,7,11451,16091,0.0,328.192835,505416.0,0.236321,0.0,35.925252,1.0,50.029102,0,0,1,0,0,1,0,0,0
1540,1,6,8849,16091,0.0,328.204637,505434.0,0.236321,0.0,27.976909,1.0,50.027339,0,0,1,0,1,0,1,0,0
1540,1,2,9193,16091,0.0,328.297855,505578.0,0.236321,0.0,29.024869,1.0,50.013418,0,0,1,0,1,0,1,0,0
1000,1,34,1136,6250,0.0,124.943026,124943.0,0.059605,0.000581,34.118821,25.0,75.0228,1,0,0,0,0,1,0,0,0
1000,1,37,376,6250,0.000594,124.941827,124942.0,0.059605,0.001074,28.039314,25.0,75.02328,1,0,0,0,1,0,1,0,0
1000,1,40,5443,6250,0.0008,124.940628,124941.0,0.059605,0.00152,68.57576,25.0,75.02376,1,0,0,0,1,0,1,0,0
1540,1,10,11959,16085,0.00043,328.063862,505218.0,0.236234,0.0016,37.464618,1.0,50.030088,0,0,1,1,0,0,0,0,1
55,1,2,8722,16091,0.0,328.297902,18056.4,0.00844,0.0,27.594734,1.030016,50.043427,0,0,0,1,0,0,0,1,0
55,1,2,4001,16091,0.0,328.297902,18056.4,0.00844,0.0,13.32291,1.030016,50.043427,0,0,0,0,0,1,1,0,0
1000,1,23,4275,6250,0.00016,124.943625,124944.0,0.059605,0.00032,59.23056,25.0,75.02256,1,0,0,1,0,0,0,0,1
55,1,15,10735,16103,0.0,328.432001,18063.8,0.008446,0.0,33.754476,1.030038,50.059974,0,0,0,1,0,0,0,1,0
1540,1,1,539,16091,0.0,328.316229,505606.0,0.236321,0.0,2.843357,1.0,50.010675,0,0,1,0,1,0,1,0,0
1540,1,16,11659,16092,0.000807,328.205808,505437.0,0.236337,0.000807,36.530595,1.0,50.030211,0,0,1,0,1,0,1,0,0
1540,1,6,4648,16091,0.0,328.204637,505434.0,0.236321,0.0,15.255884,1.0,50.027339,0,0,1,0,0,1,0,0,0
55,1,15,12486,16103,0.0,328.432001,18063.8,0.008446,0.0,39.072176,1.030038,50.059974,0,0,0,0,0,0,0,0,1
1540,1,11,3897,16103,0.0,328.561898,505985.0,0.236498,0.0,12.986939,1.0,50.010552,0,0,1,0,1,0,1,0,0
55,1,14,3650,16103,0.0,328.460278,18065.3,0.008446,0.0,12.258754,1.030032,50.055747,0,0,0,0,0,1,1,0,0
1000,1,31,3780,6250,0.0,124.944225,124944.0,0.059605,8e-05,55.27032,25.0,75.02232,1,0,0,0,0,1,0,0,0
1540,1,5,6499,16091,0.0,328.217832,505455.0,0.236321,0.0,20.849171,1.0,50.025368,0,0,1,0,0,1,0,0,0
1540,1,14,9856,16103,0.0,328.460131,505828.0,0.236498,0.0,31.041258,1.0,50.025737,0,0,1,0,1,0,1,0,0
55,1,16,5256,16092,0.0,328.206042,18051.3,0.008441,0.0,17.137967,1.030045,50.060221,0,0,0,0,0,0,0,0,1
55,1,15,10615,16103,0.0,328.432001,18063.8,0.008446,0.0,33.390471,1.030038,50.059974,0,0,0,0,0,1,1,0,0
55,1,13,15510,16103,0.0,328.491596,18067.0,0.008446,0.0,48.258608,1.030026,50.051067,0,0,0,1,0,0,0,1,0
55,1,7,12782,16091,0.0,328.19309,18050.6,0.00844,0.0,39.976719,1.030048,50.059112,0,0,0,0,0,1,1,0,0
55,1,8,8605,16090,0.0,328.167767,18049.2,0.00844,0.0,27.277858,1.030051,50.059851,0,0,0,0,0,1,1,0,0
1000,1,29,5938,6250,0.00064,124.941228,124941.0,0.059605,0.00128,72.53552,25.0,75.02352,1,0,0,0,1,0,1,0,0
55,1,9,4724,16088,0.0,328.113525,18046.2,0.008438,0.0,15.528889,1.030054,50.061864,0,0,0,0,0,1,1,0,0
1000,1,38,4113,6250,0.00056,124.941427,124941.0,0.059605,0.0012,57.93544,25.0,75.02344,1,0,0,1,0,0,0,0,1
55,1,14,963,16103,0.0,328.460278,18065.3,0.008446,0.0,4.165107,1.030032,50.055747,0,0,0,0,0,1,1,0,0
1000,1,30,4400,6250,0.00072,124.940828,124941.0,0.059605,0.00144,60.23168,25.0,75.02368,1,0,0,1,0,0,0,0,1
1540,1,4,3157,16091,0.0,328.240918,505490.0,0.236321,0.0,10.762026,1.0,50.02192,0,0,1,0,1,0,1,0,0
1540,1,6,2916,16091,0.0,328.204637,505434.0,0.236321,0.0,10.043389,1.0,50.027339,0,0,1,0,0,1,0,0,0
1540,1,5,6924,16091,0.0,328.217832,505455.0,0.236321,0.0,22.136649,1.0,50.025368,0,0,1,0,0,1,0,0,0
1540,1,1,15852,16091,0.00043,328.316229,505606.0,0.236321,0.001599,49.305126,1.0,50.010675,0,0,1,1,0,0,0,0,1
1000,1,26,5745,6250,0.0004,124.942427,124942.0,0.059605,0.0008,70.99104,25.0,75.02304,1,0,0,0,1,0,1,0,0
55,1,6,15117,16091,0.0,328.204851,18051.3,0.00844,0.0,47.098998,1.030042,50.057349,0,0,0,0,0,1,1,0,0
1540,1,6,4806,16091,0.0,328.204637,505434.0,0.236321,0.0,15.738179,1.0,50.027339,0,0,1,0,0,1,0,0,0
55,1,11,3957,16103,0.0,328.561918,18070.9,0.008446,0.0,13.198086,1.030013,50.040562,0,0,0,0,0,0,0,0,1
1000,1,32,1490,6250,8e-05,124.943825,124944.0,0.059605,0.000226,36.950466,25.0,75.02248,1,0,0,1,0,0,0,0,1
55,1,10,9722,16085,0.0,328.064183,18043.5,0.008437,0.0,30.673099,1.030058,50.060098,0,0,0,0,0,0,0,0,1
1540,1,16,2563,16092,0.0,328.205808,505437.0,0.236337,0.0,8.970362,1.0,50.030211,0,0,1,0,0,1,0,0,0
1000,1,33,4847,6250,0.00016,124.943426,124943.0,0.059605,0.0004,63.80664,25.0,75.02264,1,0,0,1,0,0,0,0,1
55,1,8,602,16090,0.0,328.167767,18049.2,0.00844,0.0,3.075325,1.030051,50.059851,0,0,0,0,0,1,1,0,0
55,1,15,10928,16103,0.0,328.432001,18063.8,0.008446,0.0,34.323257,1.030038,50.059974,0,0,0,1,0,0,0,1,0
55,1,13,8467,16103,0.0,328.491596,18067.0,0.008446,0.0,26.830654,1.030026,50.051067,0,0,0,0,0,0,0,0,1
1000,1,40,1487,6250,0.0,124.940628,124941.0,0.059605,0.001498,36.927738,25.0,75.02376,1,0,0,0,0,1,0,0,0
55,1,16,397,16092,0.0,328.206042,18051.3,0.008441,0.0,2.465496,1.030045,50.060221,0,0,0,1,0,0,0,1,0
55,1,16,7015,16092,0.0,328.206042,18051.3,0.008441,0.0,22.451258,1.030045,50.060221,0,0,0,1,0,0,0,1,0
1000,1,34,72,6250,0.0,124.943026,124943.0,0.059605,0.00056,25.6068,25.0,75.0228,1,0,0,0,0,1,0,0,0
55,1,8,3257,16090,0.0,328.167767,18049.2,0.00844,0.0,11.105389,1.030051,50.059851,0,0,0,1,0,0,0,1,0
1000,1,37,3101,6250,0.0,124.941827,124942.0,0.059605,0.001117,49.839357,25.0,75.02328,1,0,0,0,0,1,0,0,0
1540,1,15,13084,16103,0.0,328.431807,505785.0,0.236498,0.0,40.869493,1.0,50.029965,0,0,1,0,0,1,0,0,0
55,1,11,10148,16103,0.0,328.561918,18070.9,0.008446,0.0,31.939301,1.030013,50.040562,0,0,0,0,0,1,1,0,0
1540,1,3,3797,16091,0.0,328.26404,505526.0,0.236321,0.0,12.69108,1.0,50.018467,0,0,1,0,0,1,0,0,0
1000,1,32,2239,6250,0.000157,124.943825,124944.0,0.059605,0.00036,42.9426,25.0,75.02248,1,0,0,1,0,0,0,0,1
1000,1,37,3066,6250,0.00048,124.941827,124942.0,0.059605,0.001019,49.559259,25.0,75.02328,1,0,0,1,0,0,0,0,1
55,1,7,10924,16091,0.0,328.19309,18050.6,0.00844,0.0,34.339506,1.030048,50.059112,0,0,0,0,0,0,0,0,1
1540,1,9,6370,16088,0.0,328.11323,505294.0,0.236278,0.0,20.452209,1.0,50.031854,0,0,1,0,0,1,0,0,0
1000,1,39,3497,6250,0.00064,124.941028,124941.0,0.059605,0.00136,53.0076,25.0,75.0236,1,0,0,1,0,0,0,0,1
55,1,11,5693,16103,0.0,328.561918,18070.9,0.008446,0.0,18.449989,1.030013,50.040562,0,0,0,1,0,0,0,1,0
55,1,11,5977,16103,0.0,328.561918,18070.9,0.008446,0.0,19.296386,1.030013,50.040562,0,0,0,0,0,0,0,0,1
1000,1,25,5675,6250,0.00032,124.942826,124943.0,0.059605,0.00064,70.43088,25.0,75.02288,1,0,0,0,1,0,1,0,0
1540,1,10,11492,16085,0.0,328.063862,505218.0,0.236234,0.0,36.061019,1.0,50.030088,0,0,1,0,1,0,1,0,0
55,1,2,15494,16091,0.0,328.297902,18056.4,0.00844,0.0,48.242517,1.030016,50.043427,0,0,0,0,0,0,0,0,1
1540,1,2,4132,16091,0.0,328.297855,505578.0,0.236321,0.0,13.713214,1.0,50.013418,0,0,1,0,0,1,0,0,0
1540,1,7,2818,16091,0.0,328.192835,505416.0,0.236321,0.0,9.744573,1.0,50.029102,0,0,1,0,1,0,1,0,0
1540,1,13,14876,16103,0.000123,328.491489,505876.0,0.236498,0.000123,46.305155,1.0,50.021057,0,0,1,0,1,0,1,0,0
1540,1,14,15843,16103,0.0,328.460131,505828.0,0.236498,0.0,49.261328,1.0,50.025737,0,0,1,0,0,1,0,0,0
55,1,11,13897,16103,0.0,328.561918,18070.9,0.008446,0.0,43.342307,1.030013,50.040562,0,0,0,0,0,1,1,0,0
55,1,2,12722,16091,0.0,328.297902,18056.4,0.00844,0.0,39.775754,1.030016,50.043427,0,0,0,0,0,1,1,0,0
1540,1,9,15171,16088,0.0,328.11323,505294.0,0.236278,0.0,47.260717,1.0,50.031854,0,0,1,1,0,0,0,0,1
1540,1,8,3801,16090,0.0,328.167486,505378.0,0.236307,0.0,12.70648,1.0,50.029842,0,0,1,0,1,0,1,0,0
1000,1,37,1516,6250,0.0,124.941827,124942.0,0.059605,0.000995,37.159235,25.0,75.02328,1,0,0,0,0,1,0,0,0
1540,1,1,13024,16091,0.000848,328.316229,505606.0,0.236321,0.000848,40.690947,1.0,50.010675,0,0,1,0,1,0,1,0,0
1540,1,11,11933,16103,0.0,328.561898,505985.0,0.236498,0.000124,37.345077,1.0,50.010552,0,0,1,0,0,1,0,0,0
55,1,14,10151,16103,0.0,328.460278,18065.3,0.008446,0.0,31.983069,1.030032,50.055747,0,0,0,0,0,0,0,0,1
55,1,7,219,16091,0.0,328.19309,18050.6,0.00844,0.0,1.924794,1.030048,50.059112,0,0,0,0,0,1,1,0,0
1540,1,6,1677,16091,0.0,328.204637,505434.0,0.236321,0.0,6.299878,1.0,50.027339,0,0,1,0,0,1,0,0,0
55,1,4,3760,16091,0.0,328.241051,18053.3,0.00844,0.0,12.604274,1.030029,50.051929,0,0,0,0,0,0,0,0,1
1540,1,4,9549,16091,0.000265,328.240918,505490.0,0.236321,0.000265,30.105887,1.0,50.02192,0,0,1,0,1,0,1,0,0
1540,1,10,5682,16085,0.0,328.063862,505218.0,0.236234,0.0,18.387429,1.0,50.030088,0,0,1,0,0,1,0,0,0
1540,1,2,15525,16091,0.0,328.297855,505578.0,0.236321,0.000764,48.305766,1.0,50.013418,0,0,1,1,0,0,0,0,1
55,1,9,3275,16088,0.0,328.113525,18046.2,0.008438,0.0,11.167862,1.030054,50.061864,0,0,0,0,0,1,1,0,0
576,1,0,658745,7110,0.0,95.145988,54804.1,0.039056,0.113037,65.495677,1.27255,75.999821,0,0,0,0,0,0,0,0,1
55,1,14,1354,16103,0.0,328.460278,18065.3,0.008446,0.0,5.357291,1.030032,50.055747,0,0,0,1,0,0,0,1,0
55,1,1,1748,16091,0.0,328.316229,18057.4,0.00844,0.0,6.523715,1.03001,50.040685,0,0,0,0,0,1,1,0,0
1000,1,40,2131,6250,0.0,124.940628,124941.0,0.059605,0.00147,42.07971,25.0,75.02376,1,0,0,0,0,1,0,0,0
1540,1,11,7657,16103,0.0,328.561898,505985.0,0.236498,0.0,24.338229,1.0,50.010552,0,0,1,1,0,0,0,0,1
55,1,13,6604,16103,0.0,328.491596,18067.0,0.008446,0.0,21.190686,1.030026,50.051067,0,0,0,1,0,0,0,1,0
55,1,15,1185,16103,0.0,328.432001,18063.8,0.008446,0.0,4.832235,1.030038,50.059974,0,0,0,1,0,0,0,1,0
1540,1,16,12071,16092,0.0,328.205808,505437.0,0.236337,0.0,37.80517,1.0,50.030211,0,0,1,0,0,1,0,0,0
1540,1,10,3270,16085,0.0,328.063862,505218.0,0.236234,0.0,11.09349,1.0,50.030088,0,0,1,1,0,0,0,0,1
1540,1,8,9639,16090,0.0,328.167486,505378.0,0.236307,0.0,30.389679,1.0,50.029842,0,0,1,0,0,1,0,0,0
55,1,11,10563,16103,0.0,328.561918,18070.9,0.008446,0.0,33.2156,1.030013,50.040562,0,0,0,0,0,0,0,0,1
55,1,9,9976,16088,0.0,328.113525,18046.2,0.008438,0.0,31.459404,1.030054,50.061864,0,0,0,1,0,0,0,1,0
55,1,1,2960,16091,0.0,328.316229,18057.4,0.00844,0.0,10.179619,1.03001,50.040685,0,0,0,0,0,0,0,0,1
1000,1,32,3108,6250,0.000142,124.943825,124944.0,0.059605,0.000345,49.894585,25.0,75.02248,1,0,0,1,0,0,0,0,1
1540,1,7,11277,16091,0.0,328.192835,505416.0,0.236321,0.000807,35.37801,1.0,50.029102,0,0,1,0,0,1,0,0,0
1540,1,7,6133,16091,0.0,328.192835,505416.0,0.236321,0.0,19.766781,1.0,50.029102,0,0,1,1,0,0,0,0,1
1000,1,39,5564,6250,0.00064,124.941028,124941.0,0.059605,0.00136,69.5436,25.0,75.0236,1,0,0,1,0,0,0,0,1
1540,1,9,542,16088,0.0,328.11323,505294.0,0.236278,0.0,2.866765,1.0,50.031854,0,0,1,1,0,0,0,0,1
55,1,13,14903,16103,0.0,328.491596,18067.0,0.008446,0.0,46.428199,1.030026,50.051067,0,0,0,0,0,0,0,0,1
1540,1,8,6600,16090,0.0,328.167486,505378.0,0.236307,0.0,21.159445,1.0,50.029842,0,0,1,0,1,0,1,0,0
1540,1,3,6581,16091,0.0,328.26404,505526.0,0.236321,0.0,21.084898,1.0,50.018467,0,0,1,0,1,0,1,0,0
1000,1,34,3543,6250,0.00024,124.943026,124943.0,0.059605,0.00056,53.3748,25.0,75.0228,1,0,0,1,0,0,0,0,1
55,1,10,4725,16085,0.0,328.064183,18043.5,0.008437,0.0,15.530244,1.030058,50.060098,0,0,0,0,0,0,0,0,1
1540,1,5,179,16091,0.0,328.217832,505455.0,0.236321,0.0,1.768482,1.0,50.025368,0,0,1,0,1,0,1,0,0
1540,1,10,8705,16085,0.0,328.063862,505218.0,0.236234,0.0,27.557088,1.0,50.030088,0,0,1,0,1,0,1,0,0
1540,1,6,4268,16091,0.0,328.204637,505434.0,0.236321,0.0,14.108676,1.0,50.027339,0,0,1,0,0,1,0,0,0
1000,1,24,860,6250,0.000357,124.943226,124943.0,0.059605,0.000597,31.910837,25.0,75.02272,1,0,0,0,1,0,1,0,0
1000,1,37,4219,6250,0.00056,124.941827,124942.0,0.059605,0.00104,58.78328,25.0,75.02328,1,0,0,0,1,0,1,0,0
1540,1,2,11794,16091,0.0,328.297855,505578.0,0.236321,8e-05,36.942381,1.0,50.013418,0,0,1,0,0,1,0,0,0
55,1,16,4960,16092,0.0,328.206042,18051.3,0.008441,0.0,16.233388,1.030045,50.060221,0,0,0,0,0,0,0,0,1
1000,1,22,1226,6250,0.000203,124.944025,124944.0,0.059605,0.000298,34.838538,25.0,75.0224,1,0,0,0,1,0,1,0,0
1540,1,5,14792,16091,0.0,328.217832,505455.0,0.236321,0.000387,46.089027,1.0,50.025368,0,0,1,0,0,1,0,0,0
1000,1,25,5519,6250,0.00032,124.942826,124943.0,0.059605,0.00064,69.18288,25.0,75.02288,1,0,0,1,0,0,0,0,1
1540,1,12,1203,16103,0.0,328.522879,505925.0,0.236498,0.000123,4.854843,1.0,50.016373,0,0,1,1,0,0,0,0,1
1000,1,38,5071,6250,0.0,124.941427,124941.0,0.059605,0.0012,65.59944,25.0,75.02344,1,0,0,0,0,1,0,0,0
55,1,5,2547,16091,0.0,328.218006,18052.0,0.00844,0.0,8.944427,1.030035,50.055377,0,0,0,1,0,0,0,1,0
55,1,5,13879,16091,0.0,328.218006,18052.0,0.00844,0.0,43.31969,1.030035,50.055377,0,0,0,1,0,0,0,1,0
55,1,10,10358,16085,0.0,328.064183,18043.5,0.008437,0.0,32.62245,1.030058,50.060098,0,0,0,0,0,1,1,0,0
55,1,1,6789,16091,0.0,328.316229,18057.4,0.00844,0.0,21.740054,1.03001,50.040685,0,0,0,1,0,0,0,1,0
1000,1,31,4418,6250,8e-05,124.944225,124944.0,0.059605,8e-05,60.37432,25.0,75.02232,1,0,0,0,1,0,1,0,0
55,1,8,15973,16090,0.0,328.167767,18049.2,0.00844,0.0,49.723429,1.030051,50.059851,0,0,0,0,0,0,0,0,1
55,1,8,8599,16090,0.0,328.167767,18049.2,0.00844,0.0,27.255523,1.030051,50.059851,0,0,0,0,0,1,1,0,0
1000,1,33,2917,6250,0.000146,124.943426,124943.0,0.059605,0.000349,48.366589,25.0,75.02264,1,0,0,1,0,0,0,0,1
1540,1,1,8084,16091,0.0,328.316229,505606.0,0.236321,0.0016,25.650154,1.0,50.010675,0,0,1,0,0,1,0,0,0
1000,1,23,4227,6250,0.00016,124.943625,124944.0,0.059605,0.00032,58.84656,25.0,75.02256,1,0,0,1,0,0,0,0,1
1000,1,34,3497,6250,0.0,124.943026,124943.0,0.059605,0.00056,53.0068,25.0,75.0228,1,0,0,0,0,1,0,0,0
55,1,2,4795,16091,0.0,328.297902,18056.4,0.00844,0.0,15.736477,1.030016,50.043427,0,0,0,1,0,0,0,1,0
55,1,12,9252,16103,0.0,328.522947,18068.8,0.008446,0.0,29.231829,1.030019,50.046382,0,0,0,0,0,0,0,0,1
1540,1,8,11716,16090,0.0,328.167486,505378.0,0.236307,0.000684,36.721707,1.0,50.029842,0,0,1,0,0,1,0,0,0
1540,1,10,3929,16085,0.0,328.063862,505218.0,0.236234,0.0,13.08588,1.0,50.030088,0,0,1,0,1,0,1,0,0
55,1,13,3989,16103,0.0,328.491596,18067.0,0.008446,0.0,13.28249,1.030026,50.051067,0,0,0,0,0,1,1,0,0
1540,1,16,15805,16092,0.0,328.205808,505437.0,0.236337,0.0,49.149538,1.0,50.030211,0,0,1,1,0,0,0,0,1
1540,1,6,11995,16091,0.0,328.204637,505434.0,0.236321,0.0,37.565272,1.0,50.027339,0,0,1,0,1,0,1,0,0
55,1,14,5531,16103,0.0,328.460278,18065.3,0.008446,0.0,17.975805,1.030032,50.055747,0,0,0,0,0,1,1,0,0
1540,1,1,14814,16091,0.001046,328.316229,505606.0,0.236321,0.001723,46.136599,1.0,50.010675,0,0,1,0,1,0,1,0,0
1540,1,6,9649,16091,0.0,328.204637,505434.0,0.236321,0.0,30.41357,1.0,50.027339,0,0,1,0,1,0,1,0,0
64,1,0,-1,210,0.0,23.255773,1488.37,0.000128,0.030016,7.107201,0.077185,9.107201,0,1,0,0,0,1,1,0,0
55,1,15,9789,16103,0.0,328.432001,18063.8,0.008446,0.0,30.856698,1.030038,50.059974,0,0,0,0,0,1,1,0,0
1000,1,21,1331,6250,0.0,124.944425,124944.0,0.059605,1.9e-05,35.678259,25.0,75.02224,1,0,0,1,0,0,0,0,1
55,1,3,14625,16091,0.0,328.26412,18054.5,0.00844,0.0,45.599552,1.030022,50.048477,0,0,0,0,0,0,0,0,1
55,1,1,15065,16091,0.0,328.316229,18057.4,0.00844,0.0,46.931551,1.03001,50.040685,0,0,0,0,0,1,1,0,0
1540,1,14,8197,16103,0.0,328.460131,505828.0,0.236498,0.0,25.988534,1.0,50.025737,0,0,1,0,0,1,0,0,0
1000,1,37,2658,6250,0.0,124.941827,124942.0,0.059605,0.001122,46.295362,25.0,75.02328,1,0,0,0,0,1,0,0,0
1540,1,2,1575,16091,0.0,328.297855,505578.0,0.236321,0.0,5.98517,1.0,50.013418,0,0,1,0,0,1,0,0,0
1000,1,28,5017,6250,0.0,124.941627,124942.0,0.059605,0.00112,65.16736,25.0,75.02336,1,0,0,0,0,1,0,0,0
1540,1,2,9404,16091,0.0,328.297855,505578.0,0.236321,0.0016,29.673979,1.0,50.013418,0,0,1,1,0,0,0,0,1
